116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.trainerize.sequencing&hl=en_US&gl=US, com.trainerize.sequencing, https://sequencing.trainerize.com, sequencing.trainerize.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.trainerize.sequencing&hl=en_US&gl=US, com.trainerize.sequencing, help@trainerize.com, trainerize.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.trainerize.sequencing&hl=en_US&gl=US, com.trainerize.sequencing, http://www.trainerize.com/privacy.aspx, trainerize.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=bii.seqdatreader&hl=en_US, bii.seqdatreader, http://www.facebook.com/APDLab, facebook.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=bii.seqdatreader&hl=en_US, bii.seqdatreader, bii-apdlab@bii.a-star.edu.sg, bii.a-star.edu.sg, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence&hl=en_US, com.onemanband.thesequence, http://ombgames.com, ombgames.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence&hl=en_US, com.onemanband.thesequence, umaksimus300@gmail.com, gmail.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence&hl=en_US, com.onemanband.thesequence, http://ombgames.com/?page_id=201, ombgames.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.vallourec.sequence&hl=en_US&gl=US, com.vallourec.sequence, tulio.araujo@ext.vallourec.com, ext.vallourec.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.vallourec.sequence&hl=en_US&gl=US, com.vallourec.sequence, http://www.vallourec.com/COUNTRIES/BRAZIL/PT/Paginas/Default.aspx, vallourec.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.auticiel.sequences&hl=en_US, com.auticiel.sequences, https://auticiel.com, auticiel.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.auticiel.sequences&hl=en_US, com.auticiel.sequences, contact@auticiel.com, auticiel.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.auticiel.sequences&hl=en_US, com.auticiel.sequences, https://auticiel.com/amikeo/privacy_policy/, auticiel.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.thermofisher.mobile.android.sangersequencing&hl=en_US, com.thermofisher.mobile.android.sangersequencing, http://www.thermofisher.com, thermofisher.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.thermofisher.mobile.android.sangersequencing&hl=en_US, com.thermofisher.mobile.android.sangersequencing, customercare@thermofisher.com, thermofisher.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.thermofisher.mobile.android.sangersequencing&hl=en_US, com.thermofisher.mobile.android.sangersequencing, https://www.thermofisher.com/us/en/home/global/privacy-policy.html, thermofisher.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence2&hl=en_US, com.onemanband.thesequence2, http://ombgames.com/, ombgames.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence2&hl=en_US, com.onemanband.thesequence2, umaksimus300@gmail.com, gmail.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.onemanband.thesequence2&hl=en_US, com.onemanband.thesequence2, http://ombgames.com/?page_id=201, ombgames.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=org.kivy.sequencinggame&hl=en_US&gl=US, org.kivy.sequencinggame, waseetkazmi1@gmail.com, gmail.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=air.com.superduperinc.Sequencing2018&hl=en_US&gl=US, air.com.superduperinc.Sequencing2018, https://www.superduperinc.com, superduperinc.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=air.com.superduperinc.Sequencing2018&hl=en_US&gl=US, air.com.superduperinc.Sequencing2018, appdevgroup@superduperinc.com, superduperinc.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=air.com.superduperinc.Sequencing2018&hl=en_US&gl=US, air.com.superduperinc.Sequencing2018, https://www.hearbuilder.com/privacy-policy/, hearbuilder.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.circledna.circle&hl=en_US, com.circledna.circle, https://www.circledna.com, circledna.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.circledna.circle&hl=en_US, com.circledna.circle, circle-support@prenetics.com, prenetics.com, False
116565, playstore, sequencing.com, https://play.google.com/store/apps/details?id=com.circledna.circle&hl=en_US, com.circledna.circle, https://circledna.com/privacy?lang=en-us, circledna.com, False
